[General]
Name|Derek
4cfa0fe4-42c6-4c77-8ade-740c8e228fb0|CONCORDO! A PROFUNDIDADE DE SUA VISÃO É INFINITA E SUAS CORES... TENHO A IMPRESSÃO DE QUE ELE ESTÁ USANDO PASTA DE DENTE!
4d0f0ea7-7d73-47ce-8d54-4baa0f2e6f35|Sim, sem problemas, Derek.
4d123c02-a459-47ee-9c3a-cc44f0504250|Que bom que eu vim também. Que tal continuarmos no quarto da Mad?
4d3adb60-0fd3-422e-a3dc-8ecd401d24be|Vamos entrar na água!
4df29680-5b03-40e8-bb8f-71d0c58a6ae3|Preciso mudar a opinião de alguém sobre... uma parte do corpo. É. Algum conselho?
4e011daa-619a-45aa-9444-9704d7052c83|Talvez a gente converse sobre isso depois.
4ed9e8e0-558a-4900-ba50-4b06c7192375|Eu disse que vou pensar.
4f26bad0-1060-4139-aa53-3dd2a0a44f51|Claro! Sem problemas, amigo.
4f300cf3-d628-4752-af90-a3d31175478b|Ok, eu não esperava essa reação.
4f6adcab-723b-42bf-9a87-1c67f9475464|Pode apostar. (Sexo Interativo)
4fbbc2cf-9c85-46d0-b492-e7f878fefb86|Eu não queria te machucar, amigo.
5048811d-8abb-4b07-abad-a21216d0136a|Estou com você até o fim, Derek.
505c22bf-a1ea-4b61-b266-eff7b8712fed|Foi uma pergunta inocente, eu juro!
50a60877-c2c6-46a5-a568-39a0514a0b14|Ah, sim! Lembro como se fosse ontem! Hum... Eu quis dizer...
50ed1d3b-b856-4ccd-b9db-c983db2a4029|Você quer dizer... óculos de nerd?
50fab72b-38e3-46db-8bf9-1b74a23ae9d3|É, é, tanto faz. Alguma ideia do que você vai fazer?
5129268a-ed6c-4975-9b2b-283337cb3f52|É, sinto muito que tenha terminado assim.
51567d61-f504-4c25-a405-a02b6ff2f943|Me dá atenção. Lambe minha buceta.
517d5746-eedc-4103-9b0e-90343b284755|Você viu o Patrick chegar aqui com uma mala?
51a9eaee-455f-4308-8f23-7edde9047f57|Estava exatamente onde você esperaria que uma chave inglesa estivesse.
51f77194-6552-4a29-a95f-2cd332f497c6|Não, devo ser eu!
52b2db7e-5f05-4700-a5a2-3fc651c1c4c0|Ops, desculpe, Derek.
52be412a-52d4-46b9-8c46-55d513a76075|Pode contar com isso, amigo.
52ef7676-1b62-4d52-856b-eaede32915b7|Vamos lá, amigo, isso foi meio engraçado.
531de6c6-1615-4b12-ad9b-b1c9b3561e44|O assassino está na ventilação. Alguma ideia de como tirá-lo de lá?
53292d6c-b1e2-4f4f-9333-591985fb2645|Sério? Eu também. Então, ou você fica aqui comigo, ou encontra outro lugar para ir... a escolha é sua.
532955b9-236c-4e8c-831e-5168740f2528|Ugh... merda.
53b03de8-d51e-4416-bead-e81af2cf58b8|Puta merda, você está tão puto...
53ceac7a-b227-48a0-b5ff-fa2b2b3ed566|Nesse caso... você quer dar mais uma volta na jacuzzi?
54668c5d-67c9-4a91-9189-f642fc2b055f|Eba! Deu tudo certo! ... 
5609bb2d-a84f-40dd-a48f-139902c966d1|Ah, é... Eu sei onde você quer chegar e, para ser sincero, estou tentando esquecer tudo isso.
56129826-b634-40bc-8ddd-944502c25095|Nunca é tarde demais! Continuar...
569f1560-7117-42f4-af26-047f9806a093|...Ele fez o quê?
57172ea7-9f38-467d-b67e-92aa18b2ec97|Ei, Derek, você está usando cueca com estampa de estrelas e listras?
572c6f8e-ef5e-471e-bae5-3b28a9f1d681|Por que você não contou a ela?
576232f6-b746-4d5f-bb09-108dc3266fb6|*Escute*
58196b20-e3ec-402b-9529-6d11ca568d4a|Acho que é bom para ela acreditar.
58897cb1-ff74-44ff-812c-554055f85ebd|Derek, tenho outra cerveja para nós!
589d70fd-d918-4187-9571-44d3b0f54aeb|Não acredito em você. Mas preciso verificar uma coisa.
58d39042-cd7e-44d1-a47c-775a12c21ed1|*Escute*
592feb12-8f27-4d6f-bbcc-54af318a6fab|Deve ser estressante esperar pela última palavra!
5984f136-cee6-4357-8dbf-10a8a941b529|Nossa, que coincidência estranha. Tenho uma maleta bem aqui!
59c17865-9fac-466f-b4c6-554413e0deec|Isso pode ser um problema, amigo.
5a7709c2-d78e-41dd-9b6f-dbe7e1c2df97|Ai. Ok, Derek, ok.
5b0cc83f-d806-4dbc-b520-7d647020dacc|O que posso dizer? Não me chamam de Deus da Bola à toa.
5ba9a82b-e8d4-458b-9d4f-0ceb9a0c001c|Não se rebaixe ao nível dele. Você é melhor que isso.
5bb01681-455c-442e-8a51-610983a96920|Me dá um minuto para pensar.
5bc50f34-b85d-4587-bc88-1f62647a2932|Mas por quê? Não consigo pensar em nenhum motivo... Ah, sim. Isso. Eu entendo.
5bfd911f-1c6b-498a-aef1-811e8a98fea4|...
5c05b687-4a1a-492c-a459-1ffe7fd41572|Droga, você é mesmo... Ah, tá, tchau.
5cba0bad-2f24-46b6-b142-ae2078a6e5f6|Eu consigo imaginar algumas dessas pessoas fazendo coisas assim.
5cce2361-eb99-4a33-9061-62a1d2a6cc7a|Estou pronto para a próxima missão furtiva.
5cfcebaa-d459-42d6-a542-86c707099d5f|E então?
5cfef7f6-732c-4d36-ab2d-aa03fa28f4b7|Você poderia enfiar seu pau na minha boca?
5d4a68b3-d9d3-441a-98ef-2b329e15340c|O que houve?
5d93c94c-dd4c-4cc4-942f-227b002746b5|Eu e o Frank? Vamos lá, Derek... o que você andou fumando?
5dea62f0-dbfa-4f82-8804-93f49f7e12cf|Preciso que você me devolva aquela calcinha "Goodbye Kitty", então eu encontrei para você, hum... isto!
5e25cc36-3c8d-45b2-aea9-649c40e4636b|O que você pode me dizer sobre a Amy? Ela parece fofa.
5e3204ee-bdcc-4608-b5d2-1ceeaffe2b8e|Acho que isso é uma pista para o assassinato do Patrick.
5e9277ce-d55c-47e1-8fe1-b33b97c41c6a|*Escute*
5ec655bb-c446-43ac-9e7d-f4677a4f52a7|Ah, é só isso? ...Sério? Porque eu tenho uma bunda notoriamente sensível.
5f46c9f9-fb2d-4f42-9b85-385e10ed8bb2|Hum. Me dá um segundo! Já volto.
5fb9842e-4da2-4a4b-a030-bb179c6c8b48|...Droga. Isso é uma coisa muito estranha. Mas vou considerar ganhar a confiança dela.
5ff0e1ca-ee71-4d9d-bb8b-304dc1a04463|Estou tentando encontrar o diário da Madison. Você sabe onde ela o guarda?
601186f1-55f1-479d-a2a6-955705abce76|Te vejo mais tarde, Derek.
604f6637-0f0e-4cdd-8884-4e60ababf26a|*Escute*
6068c412-6dfb-4346-9a99-1dee2c803d02|Onde eu deveria estar?
607ad1a7-4f6a-42aa-ae6c-c3e9da5bcdea|Você parece uma pessoa engenhosa. Tem alguma ideia de como construir um palco?
60ecf5d1-c7aa-43f4-ac9f-801668a270f9|VOCÊ NÃO PODE ME DIZER O QUE FAZER COM O SENHOR PRESAS GRANDES, DEREK!
60edfaf4-35e2-4f64-b315-6b82479dd8b7|Semana agitada? Tudo bem?
6115cf9c-3344-4608-8ba0-9550f04330ac|Não! Você não pode me obrigar!
6181335d-57dd-407a-983d-d809c0ae46d0|Bem, então estou sem ideias.
61baa044-281f-4e19-bbee-40c6d5565359|Vida longa a mim! Ao vencedor, os despojos! Você me deve um favor agora. E sem perguntas, entendeu?
62025ea3-9a3b-4813-9241-ad28bde93829|Quem poderia fazer bom uso disso?
624c39b2-6871-48f7-8975-e11c1303097f|Acertei aquela bola no vidro escondido na multidão... bem no meio de um par de peitos lindos.
6250cd94-cee5-4575-bde4-a14b77b61345|*Ouvir*
6274b5cb-9fe8-4acd-ad48-879aaf2cb9ed|*Ouvir*
63262671-1d04-451f-9ab5-4faaaf81410c|Na verdade, preciso de um momento.
64a9a6c5-7cdd-482c-8f2e-5e0c6017881d|Preciso mostrar à Ashley o quanto me importo com a felicidade dela. Alguma ideia?
64bb7134-0b75-4003-ac75-c913d2a6181e|Porque você gosta de dinossauros.
64df74e1-f12a-44b2-b73b-3d41bfa90320|Você é realmente uma estrela, Derek.
657a729d-7d73-4575-83b4-35b816071e8a|E aí, D, trouxe outra cerveja!
659a0896-d778-404d-9436-1e6c78468e7d|Então foi mais do que só transar que deixou as coisas estranhas com a Madison?
65b76eab-b113-4cec-9280-e3d0b8ae1a30|De jeito nenhum!
665703fd-390d-4377-b782-566ca8a4d1f5|Conversei com o Patrick sobre a sua candidatura.
66f368ca-ed74-4800-bc36-69da5c628134|É... isso realmente saiu do controle.
6758656f-c999-4234-80cf-9601610b8565|Tenho um vídeo pronto no estúdio.
676975b8-1aa3-4ae2-9fba-5a9806f7cd3f|Vamos lá, meu velho amigo... irmão! ...É, eu não vou desistir.
67774097-e67b-4ad4-96a8-10d5893e8b0f|Conte comigo, Derek. Vou contar sua história... para o mundo inteiro.
6812ac8b-f259-48f7-9e73-af4d62dda13f|Eba! Eu estava com medo de você dizer não. Ataque cruzado, que ideia brilhante. Valeu, D!
681d0fd9-546d-44c5-b51f-ec570a38ddf6|Frank. Esse cara é hilário.
683edb4b-b254-45bc-9f3f-a923ba7cde3a|Obrigado pelo conselho, Derek.
68946d31-986a-4e99-af0b-afb53f802cf9|Hum... não. Mas preciso que você fique quieto, Derek.
68c1bd5f-4637-4960-8b68-b7b6f355aaef|Estou indo, estou indo!
693f9011-2a96-4476-8d2e-8b063e41a6ef|Pelo contrário! Aliás, tenho certeza de que já vi uma petição circulando sobre isso!
6a77cde0-a164-4aa0-9d1f-3e555a35b5a8|Esta resposta é simplesmente épica!
6a813128-1dd3-4e3a-9408-cc2eed47c1c0|Você ainda não disse...
6a8a7806-a7e5-461f-93ae-b56eaa66a7d2|Os Suckbuster Ballers!
6adf0bc1-d0d4-4aa0-9b9a-8cac5b5cbc06|Sinceramente, acho que sim. O que eu faço agora?
6b402528-a74b-4528-96f5-aa2aabbce9ad|De jeito nenhum, estou tentando dormir com a Amy.
6b96de68-1fc9-4d86-9ab9-47d2ec8944e0|Você sabe alguma coisa sobre hacking?
6bcabadd-ed43-4f4d-bfa1-2045a91dc69d|Preciso de tempo para pensar sobre isso.
6bdbc821-718e-42de-b1b3-fc4814512b51|O que você acha da Amy?
6d380e58-91d7-434c-b4ed-531ae82f832a|Você consegue, Derek!
6e610644-d645-43b4-a7ec-3dd6fa9d30b5|Estávamos... testando as pistas... Não... testando as evidências?
6e865394-68de-4caa-bab1-8288dc0aaa58|Água entrando.
6fe0f4cc-3113-4333-aea3-4043702569f0|As palavras de um bêbado são pensamentos sóbrios.
7014926a-2f63-4971-b830-07bff580c1d7|*Ouça*
701cee6d-3412-46ec-94f3-b91cc62c1890|Você poderia lutar com ele.
709ee490-e00e-4311-b5f8-3290d070133b|Deixa eu adivinhar: esse alguém somos nós.
7107dd37-c4ed-49df-a0c2-327472e68dfa|Merda! Nada, não importa. Está tudo bem...
7158509b-3ec6-4f69-9de6-5f3c6b4b2b7e|Você é o Derek, cara! Você lutou com o Frank hoje à noite! Você consegue fazer qualquer coisa!
730748dc-c72c-463d-94ed-f15641e4bc5e|Você consegue.
7358976f-05d1-4670-b41b-75014916c7e5|Talvez ela queira mais assertividade?
7414c480-835c-4124-a1ce-1cde3edad88e|Parece uma boa ideia.
741aa7e9-afd0-4260-b287-5a494933aeb6|Quem sabe a esta altura?
747eb1bd-12b9-4fef-807b-39c548ea7cac|Katherine quer que eu pegue uma bebida para ela.
74b8cb7a-2ba9-4fa7-b733-f701a24b892d|O que você acha da Madison?
74c82b37-212d-4509-a070-8ce05afc08e0|Vamos! Vamos!
7622d7a6-0fd2-43e4-bc50-a2e53d6c8679|Na verdade, Derek, isso não é típico de você. A gente devia deixar pra lá.
7676f0f6-bd97-4b1b-b728-90abc10f664a|Pode ser.
76dea57d-e245-4ba1-8d1d-2edb7f5e8191|*Acena com a cabeça*
771ad5cd-df8f-442a-aded-31b315677cbd|Nem morto!
7757b814-a218-4a85-b1c5-74abf3803436|Alguma ideia sobre expulsar os Grumps?
778704fa-d149-4d2f-85f5-df68b2b91f75|Isso foi incrível, cara!
7790793a-ba76-410f-bf65-38f663e2486f|Claro que sim! Igual ao mascote do nosso colégio!
77b4db6b-24fe-4e79-8cef-7160691095d5|Todos nós já passamos por isso.
77bccc58-c538-419e-9dc9-56987a044ac2|Calma! Lembra do nosso acordo?
77bf7a7b-2a80-4ff9-9a3c-80a22432ab4a|Por que ele está pintando uma coruja?
78254e81-af8c-48d6-82b3-0f9a13ed2bac|Você quer uma chance de reconsiderar essa fala ou...?
786b8a78-8734-4a15-9a94-e17af7277ade|Preciso de maconha. Você trouxe?
788fcdd6-d0f8-4bc5-b229-cbd32dda8eab|Onde está a Vickie?
78986689-a751-4de9-a1f8-33618c6cc0f2|Obrigado, Derek!
78a2f6c4-606c-407d-8a4c-fe4fc813858d|Ok, mas só se houver um apartamento personalizável.
78aee064-ad9c-49ed-b6e8-0812513f46a6|Obrigado por me lembrar, Derek.
79264a3f-81ff-4775-b5f4-861282254e04|Derek, preciso esvaziar completamente um pênis. Não importa como eu disse. Só me ajude!
7945cf6d-6554-4a6b-bab3-95167d578baf|Vamos lá, não faça tanto drama.
795a46cd-8bcc-407b-bf51-227c475af2b3|Muito útil. Obrigado, Derek.
795d92e4-f1db-42a8-940d-23cd43268445|De nada. Obrigado, Derek!
79966d04-afc7-477c-9f50-4992e7daeac0|Desculpe, Derek, não tenho noção da situação!
79dd10a9-5303-4bcd-9684-2666cdb5cff2|Sim, você tem razão. Estou exagerando...
79e2da1c-9fbf-49ed-8a1c-dc025206d2f5|Eca, eca, eca! Tanto faz!
7a39f146-4f3f-4136-95c1-1530110fb526|Encontrei uma flor vermelha! Vou dá-la à Ashley!
7a6bb059-77be-47fa-939a-1391d7b7ef80|Já ouvi falar disso antes.
7b5292d7-9af3-4503-9a23-17e562cb8a97|*Continuar*
7b58bcc0-c987-4530-9c50-cc698d3dd174|Regras são regras. Vamos começar.
7baa070d-c304-4125-a6e3-f1370a3b36ec|Acho que estou perdido na... confusão de adjetivos. Merda, por que diabos eu perguntei isso?
7bacd0de-1ac5-4865-81e8-022b187e3766|Puta merda, foi assim que ele REALMENTE os chamou! E o jeito que ele os limpou... ugh. Valeu, Derek.
7c2856fc-8d7a-48b5-8684-ccbdb5692144|Isso... não foi nada disso que eu fiz.
7e8a86e9-c8dc-4dd5-aa7c-57f050b29ca6|Acho que algumas coisas mudaram a maneira como você se comunica comigo. Mas violência é divertida.
7f59d172-16b3-49ca-ae7a-1cde8f545c2a|Tanto faz...
7fb3909d-fabf-4757-99a9-4fea0f2bf95b|Vamos falar daquela pegadinha que estamos pregando na Madison.
800ec0c5-06b1-4870-a157-a2646190398c|Ótimo! Então, quando você começa?
808fbb38-f41b-464b-8b0d-e474f4dadbc9|Vamos ver o que o armário de bebidas tem a oferecer... ou o que sobrou dele.
80a8be91-bc8d-400c-b958-eae02eba9e3f|Ei, fiquei sabendo do que aconteceu com seu irmão...
80c2e7f9-ffbf-4587-ac99-68e8496eda29|Você sabia que lavar roupa é meio que minha especialidade?
814e1c4a-1f8e-496f-9935-ace4790ea72e|Ei, eu só estava tentando...
825487fc-bcf5-4204-abc5-a69707e6ad02|O estúdio lá em cima é uma graça.
825b38a2-5765-48f3-8fcf-c52d26f5dd1e|Seja forte, cara. Eu... tenho algo muito importante... para cuidar. Nada demais. Nada. Merda.
8299cb89-9bdf-401f-90e3-8864983668f0|Desculpe, o que posso dizer? Essa coisa grita: "Derek, me enfia. Agora!"
82b8134a-0e73-4858-b5c5-2e4e1fc030ac|Hum. Me dá um segundo! Já volto.
82bf4c35-162a-4156-a571-509c80f6879a|Bem, o melhor artista vence.
82cbecc0-f0f0-4e76-9e44-ac5eadc482fc|Algumas coisas nunca mudam!
839330c4-b144-4526-9e5d-f8e93c1427af|Entendo. Peço desculpas, Derek.
8410baba-f149-4579-98ed-564e4324c46e|Pensando bem, acho melhor dar uma lição nela. Vamos conversar com ela!
8412a29d-c21f-4d75-81b5-98e7b87a243b|O que você acha da Katherine?
8483ed5c-6b71-4431-9132-4cfe306ce161|Pode apostar.
8506f41a-3204-41de-9a3b-f20b09e4b53d|Falando em bons amigos, você tem algum aqui?
856857ad-f952-4df9-b89d-a01a3d5ae0b9|Você morreu?
85754c9e-b286-4f8a-81af-09d94aa985ad|Não deve ser tão difícil impressionar alguém como o Patrick. É o Patrick!
85785d61-6aec-43fe-bf30-8d7177e44c33|Então eu não deveria ficar balançando na sua cara mais algumas vezes? Não? Tudo bem.
85947912-c733-4c25-90e4-7b39c4a12060|Me beija.
85996060-b611-4b57-b3e6-57faad02b597|Se você tentar se acertar com a Madison, prometo descobrir quem é o responsável pela situação do seu irmão.
85e6be67-f2bc-4829-9549-68b61fc7a03f|Você mudou, amigo. Você mudou. Você é um cara legal e em forma agora.
86080547-4dbf-4b3b-9b69-98bc854f4279|Katherine, ela vai odiar.
863f924e-306b-44d8-90e3-5cca06e0be67|Vou te manter informado.
864adb95-5dc6-4c7e-ba99-9a6e53edcbe5|Você está reclamando demais de uma garota que já transou com outro hoje à noite. ...Eu. Quero dizer, eu.
8678a58b-8b14-44e9-8b48-1d5cb52ffafb|Acho que este é o começo de uma grande amizade.
86fa83db-607a-4cf5-9207-6cd7e55c2e75|Que tal irmos para o quarto da Mad?
8718eced-bfbe-4b97-9bad-b4c9e3eca657|Certo.
8735ca7b-ac7e-4ec6-b941-c6866c3acf4b|Vai, eu! Hmm, eu ia te pressionar a fazer um favor potencialmente inapropriado para mim... mas não. Foi divertido!
8749f860-b608-4e30-beb8-3423b35460ff|Não consigo encontrar chantilly para a Stephanie.
886b0009-9ef8-4563-971b-6c776f67376c|Purgalicioso?
887b652b-aeac-4b20-b932-8eac37838a55|Quero escrever a biografia dele e preciso das informações lá.
887b860e-95f4-49d6-b629-ddc607e90df6|Os amigos do ShameBang!
8912b7d2-7ba2-43a0-b376-311e998997e2|Vá falar com ele.
898483e9-8f5c-4cbf-ac09-da6e68123465|Mal posso esperar.
89a97026-1a59-4fbe-ab20-92d6f782b293|Ok, Derek, preciso daquele favor que você me devia. Preciso que você mostre seu pau para o Frank.
8a3b789d-3683-418f-bd00-d0b51e635cfe|*Continuar*
8a9eb7f7-a4b5-46c7-b450-bea1cd3e8295|Espere, volto mais tarde. Tenho uma coisa... uma coisa para fazer... sim.
8aca1abd-b2d0-4eaa-8386-53a04269149b|O que está te incomodando tanto?
8ae0d6fe-eaf7-45fc-8b42-a08d7c959017|Qualquer coisa para você, cara.
8af6244f-809a-4221-a4ff-0b471614bd5a|Quem se importa com o seu cabelo? Proteja a pouca dignidade que lhe resta.
8b063ff3-6f3a-4dea-a615-7fec7580295b|Tem música boa. Vamos dar uma olhada na pista de dança.
8b231b13-d3f0-4a7f-9ae7-9943fc5a02b8|Continue.
8b6e1556-c12d-4faf-9ad2-35a98b0a4f25|Na verdade, acho que a convenci a parar com essa besteira.
8c6d0ce9-6783-4030-a437-77b9f00e0abe|*Escute*
8cc5fea3-5bd8-4f75-8ef4-4c529eea1727|Ah, espere um segundo... *tira os sapatos*
8ce1266a-9798-477b-b555-6300bd3d5099|Acho que sim, mas...
8d08a273-3152-4565-a15a-83395e56413e|Você precisa me dizer o que te deixou nesse estado. Normalmente, você já teria resolvido algo assim.
8db8752a-2dcb-4263-bbf1-5a236268d7f9|Pelo que eu vejo, você é um vencedor, Derek!
8e60766b-59c2-48e1-b013-359854881f79|Acho que é um pouco demais. Acho que você não deveria fazer isso, Derek.
8f942a0f-b07d-41d2-bf9f-862bc49850e2|Eu queria fazer uma colagem artística! Putz...
8fa01bbf-86e8-47c7-9813-1bdf4d23a460|Você vai ter que me dar alguns exemplos.
9057b638-d405-4598-93f5-069504ad90f3|Não se preocupe, vou ver o que consigo fazer.
906c3556-f892-4d7b-b5b8-fccf114b28bf|Desculpa! Eu bebo muito, tá?
90b3f322-9024-4bc9-874e-3b518f9e263a|*Continuar*
90cce004-e245-46aa-90d3-0c23fb1dc8b9|Sério, Derek... calma.
9120c5e1-02a9-40da-b2cd-ba7dd12ca380|Tirei as calças. Geralmente me ajuda a sair de qualquer situação.
9157766b-c132-4194-bcb5-c34f623160f5|*Escute*
915d68be-33df-4d06-8cb1-51ddea285d69|Você não parece convencido.
919fbee3-0b46-4d11-94e3-0fa9f89b346a|Não, sério, eu perdi de propósito.
91c1506d-7af6-4c4e-a2ed-90d3e64e3123|E aí, cara, eu andei praticando meus passos de dança!
91ce0fbb-4c9d-4625-9081-8d0ec31a2c1b|Vamos lá.
9272665b-76e9-4f6d-8369-2d704e2c63a3|Pensando bem, vamos escolher uma pessoa da festa para mandar.
937d1300-abaf-4882-9c2b-96b356d8a4a1|Porque você se sente desconfortável quando rebola na frente das pessoas, então usa uma fantasia de dinossauro para criar uma barreira entre você e a multidão.
93889d83-d1ee-405c-8996-4fa24f52af80|Trouxe outra cerveja!
93a9ed63-81bc-43e8-8271-1cffe9349cd1|Na verdade, perdi de propósito.
941ae1b0-0671-443b-8c2d-1662f4ef2190|Vamos lá, vamos lá, vamos lá!
94619a2b-ab37-4692-9394-1050f619a40a|Nossos mascotes do ensino médio eram tucanos. Você provavelmente está falando daquela vez que tentamos fervê-los para tirar as penas.
94f0f64e-9160-4e9a-867b-817d54d2206a|Nunca fizemos isso... o quê?
952f7481-b966-4bea-a9b6-ce3d81616ea8|Vamos lá!
956c7a02-5ec9-4ea9-bd3e-de0a377519c4|Isso é uma merda, mano. Meus pêsames.
95aa0b48-eb2c-4cc3-88bd-a60452bc02b2|Se eu te encontrar umas roupas, você vai me ficar devendo um favor. Um grande. E por grande, quero dizer muito grande.
