[General]
Name|Frank
6ad37aab-8755-443c-a90b-bde9a32a72dd|Não toque, a menos que você diga o contrário. Entendi.
6afe76c2-f03f-4e1f-b631-8a0e3523593b|Patrick te chamou de macaco peidorreiro e puxa-saco!
6b541253-84b6-4e51-b170-1770a5da3204|Protejam-se! Aqueles funcionários do parque de diversões estão completamente encharcados!
6bae0762-e554-4382-9de9-15f660bff667|Não é problema meu.
6bd39a56-8970-4837-9a48-b1791f301578|Estou indo, Frank. Não durma.
6c74839d-a0fe-4778-a4e5-d35a3645ed39|Que diabos é o Clube de Foda do Frankie?
6ca3349a-6844-423e-8d6e-3af3f9af4693|Detesto ter que te dizer isso, mas eles estão falando do tamanho do pênis, não do saco.
6d958a58-e68e-426e-a9e3-c2bbff1217b5|Isso soou estranhamente sincero.
6e453e58-0118-46fb-ba6e-ef51a159f8de|Me dá um segundo, vou achar alguma coisa.
6f8793cf-74aa-4164-81fe-2482ae5bf70d|Já estou começando a me arrepender dessa escolha...
7000eab4-d481-4e7a-9579-29b4305e0dc7|Merda, merda, estou prestes a...
7073211a-dc4e-4a0b-88ab-e4528ab843a4|Então... precisamos continuar falando sobre o seu...
70e596e4-21c8-48d5-b6d3-4261ce0d1817|Vou ficar sem pipoca hoje à noite.
71392a50-3720-47e3-8b75-6c618bde1647|Você realmente ama o que sua mamãe te deu, não é?
718f34f2-0a9e-4c3f-be54-2f88a3bdac8b|Você é louco, Frank, mas estou curioso para ver como isso continua...
729d781b-2cb1-4d76-a819-f6bcfbccfcc5|Por acaso você tem uma camisinha com você? Se tiver, me dê.
73212cc1-cd78-466d-a233-b17d1e880915|Isso é inaceitável!
737efeec-2e2a-4eff-8c77-400afa4d8825|Não era disso que você estava falando...
73d4a35c-813c-47eb-9525-4b8e3d93cf3c|Vou ficar sem pipoca hoje à noite.
7409457c-6f9c-4a84-8b28-c9ba38da2a23|Mas você vai ficar preso lá dentro com um assassino.
752d081e-f37e-4d34-b315-23da439e8a29|Não me importo com o seu clube de peitos ou o que quer que você esteja tentando começar, você precisa ser honesto com a Leah.
755f844f-2e1f-4ecd-bca2-b8242e57f569|Ah, merda...
75e285f6-2331-45ed-8a1f-2338e8f97415|Claro. Vou contar para ela.
76b25859-9979-4f3d-b5bf-10cc56983111|E o que tudo isso tem a ver?
773bc9d7-fb44-4dda-902c-1745435ded25|Eu... quero minha mamãe.
775f9759-26ea-4b62-9d8f-2d50e0e5e59a|Seu escroto?
77d7105b-a1e2-4458-9299-68aafaf068e8|Bem, tudo bem.
78c7d8c0-c81e-4401-a08f-76ea35632db8|Boa ideia, Frank! Posso pedir para ela me mostrar os peitos sem parecer uma pervertida!
795f9a5b-0233-4529-80e9-8ffc65a3958a|Eu vou encontrá-la. Eu prometo.
797fb9c2-2a4d-4cf2-a125-129af099c68e|Sim, sim, estou trabalhando nisso.
7a060fe5-1403-4b5f-858b-0b6016d0e451|Ok, ok! Vamos lá, me mostre do que você é capaz, cara.
7a5d5b49-e851-4bf0-9f01-3644f50c9f51|Não finja que não gosta nem um pouco, Frank.
7a628a80-a2c2-46ec-bee5-75306363ad0d|Você está voltando atrás na sua palavra, Frank? Se você não cumprir sua promessa, eu posso ir procurar a cobra...
7ae23190-8f04-4e6d-9029-0a1ddcaed983|Você não é nenhuma aberração. Eu só estava brincando. Você poderia, hum... guardar isso?
7bce22c6-6f3c-4b0d-9d9c-c16e7f86ab27|Puta merda, Frank, você não acha que está exagerando? Seu psicopata de merda...
7bf2909c-3aff-4a75-9356-a006713a1732|É como se você não estivesse ouvindo direito, Frank.
7c6253c8-0e64-4479-aa6c-6797ff4f1be9|Bem, talvez eu tenha bebido um pouco...
7c65dbef-97e8-459c-b626-667e3192d1e2|Então, que tal me deixar cheirar essa garrafa térmica agora? Prometo que serei um juiz imparcial.
7ca12c4e-da1b-4c8b-bbb8-748fc4b30a95|Não, não adiantaria nada. Não há nada que você possa fazer, mas, sim, mantenha-se positivo. Ouvi dizer que faz bem.
7d830a76-999b-4f6d-a0f0-9ed5b31c76e9|Sobre antes... Acho que você nem teria sentido meus socos. Como você pode ser tão... monstruosamente poderoso?
7e7cfd52-3102-4587-8e0a-cd551f12f377|Agora que penso nisso... preciso pensar. Conversamos sobre isso depois.
7ebb44e5-f11d-4807-8194-9b5e0b3cee1c|Obrigado, Frank.
7fed0b57-c21f-4b61-8d9f-e0b800c75e94|Você está me preocupando, Frank. Sua voz está começando a ficar rouca.
8187a364-5195-4cd9-b089-e8cbc9b32920|Não foi bem isso que eu quis dizer. ...de qualquer forma, ainda consigo ver suas bolas.
8202ff99-11ce-45fa-b488-7d69e1e61099|*Escute*
8277d69b-76e2-4a51-af14-5989773f1f11|Feliz Dia dos Namorados!
828d6df2-33bf-4693-86e3-0992eac77be4|Pense em todos os crânios que você poderia quebrar se tentassem invadir sua casa.
83668448-79c2-48a7-8491-235a3e96d0d2|Leah, ela parece assustada...
836a1f87-fe2e-40f7-b299-5c4b86c0496a|Conte-me sobre o lugar que você está roubando da Leah.
83a93bbd-0769-4638-ad38-652b3ab63e2e|Ótima resposta. Obrigado, Frank. Vou falar com a Steph.
83f409fa-8e55-441b-b840-11fd7ff8cd64|Na verdade, eu só precisava da camisinha. Obrigado, Frank!
843479f6-a2ad-4818-bada-ebf0b6e90c61|Hum... você tem razão, eu não tenho... nada parecido. Ok, volto mais tarde.
8435d3e2-e4e4-4811-8a4b-43f77a08185d|Nada, Frank. Deixa pra lá.
844122cb-d61e-4755-a106-6281801aa9fe|Bem, eu, hum... na verdade, eu estava me perguntando que porra você estava fazendo.
844ded5b-a3c1-49db-8315-d071ba9a6730|Você não entendeu. Que porra é essa?!
8462213d-2fd0-47d5-a0d9-3a8d9fe9d9b7|Que tal eu ficar no seu lugar um pouco? Para você esticar as pernas.
8498ba91-5773-49fd-8cfb-e81d85019ff6|Está quase na hora do show.
85166094-bf67-49e7-befa-3be3cbd39e86|Frank, eu quero você. Você e seus testículos gigantescos.
85c40def-5977-497d-bf62-d71326c44e07|*Pular*
86726039-241e-4ba6-85d6-ec58bfbbad54|T-tarde demais, F-Frank... ei, venha aqui. Tenho algo para você.
8761378d-3424-42f6-9a70-ca3639f323c8|*Pense em silêncio sobre o significado do "P"... e continue ouvindo.
87968c82-83eb-4573-9548-a6aa3614dfac|Você sabe alguma coisa sobre o que aconteceu com o irmãozinho do Derek?
87a3fe54-ff3a-47fb-89e0-8cbb5949e7e4|Vamos lá, cara! Vamos começar! (Sexo Interativo)
89c6bac1-d762-49f4-bee7-abc419d051a3|Só um segundo, Frank. Só um segundo...
89d14e3d-5320-4d65-adad-202cb93b0e45|Meu amigo Derek disse para eu tomar cuidado com você.
8ed4ac79-10da-4e3c-9f89-322c71aa7d80|Vamos transformar esse "em breve" em "agora". Tem certeza de que não tem nenhum lugar específico para...?
8efc6a3d-d1c4-44f6-a099-b80dca56449c|Certo... bem, está tudo bem, Frank. Tenho que admitir, estou feliz que você esteja bem.
8ffd843d-0a61-4427-8fe1-4870b8e6c86b|Oook... Volto quando você se recuperar. E conseguir entender frases.
9047324f-adba-44c5-9411-df6777beb158|*Pular*
9096256d-73cb-4337-9d30-9e32f5a8bcc5|*Ouvir*
90e6bff8-b4cf-42b8-abde-57dde946fe0c|Vou pegar um suco de laranja. Até mais, Frank.
90fa09ba-6fcb-4b6e-bdd6-ac0007f9809f|O que você acha da Katherine?
923223d7-47d9-4382-b072-5233bc3bc829|É difícil não ser o garanhão do campus, né?
9312edb5-73fc-45b8-baa1-2778bc175f03|Você sabe onde está a Brittney?
931fe1d4-34f0-4225-9261-15c65dca6e77|Acho que estamos prontos, Frank...
9397718e-4b3f-4d64-9e1f-ad8c5f0c6dbf|Vamos lá, Frank. Roubar garotas? Você realmente passou dos limites!
93f7910e-b84f-4410-a2c2-da752e2710b6|Reforce as janelas. Entendi!
9438894c-a517-4a39-a4b0-64a71b4125f7|E ponto para mim!
94661b49-5f79-45a3-90d1-d63d674fd622|*Ouvir*
9482f7cc-dd48-4ed3-b411-28af2f0b962d|Talvez eu possa enviar um vídeo seu dançando para o seu pai. Aí veremos o que ele acha.
94d04815-f7df-4119-9047-8c8e80ee8091|Ok. Obrigada, Frank!
95850c3a-fb06-41f0-8e67-e9bcd41c0c66|Fico feliz em ouvir isso, Frank. E sim... eu também.
9597fc9b-2f43-4876-b08a-45042903710f|Nunca pensei que diria isso, mas Frank, você é meu herói.
963ee607-942b-45e7-92a8-36fe6afdcf97|Vou continuar tentando te mostrar que sei onde meu coração pertence, Frank. Suas bolas.
9694c4cc-5056-471e-9d9c-103620e44f91|Pinguim?
984e04ae-a4db-441e-90c0-dcd745ba0516|Não consigo parar de pensar em você, Frank...
988ca16e-b2ef-4afd-8cd4-78bdd81c003f|Incrível.
989adb94-d70c-4adc-9b44-1df08a602036|*Fim*
98ac1f30-7529-4d64-9911-46dc68b88aad|Ah? Que observação perspicaz, Frank.
98b15e0e-e21d-4d96-8060-faeee5249312|Bem, com o chapéu...
98e310df-49cf-419d-8e4d-37779a45be26|Eu... o quê... espera, você disse "você já esteve lá antes"?
99692321-db04-4b92-b6c8-02d0ec96fc2c|...e como você chegou a essa conclusão?
999d4580-8400-4ad8-9c36-007bbde7f397|Boa sorte, Frank.
999d9914-5677-48dd-9313-f40b6f55f75d|O que seu pai pensaria de você traindo a Leah?
99a357f0-e495-4b15-b94f-61a9aaadc59f|Ei, essa garrafa de vodca está completamente vazia. Se importa se eu ficar com ela?
9a7d21d0-daf8-4ad6-8cbe-75d6b904b727|Então, Frank, você acha que eu posso pegar uma garrafa?
9ac1b61b-dc42-4700-b936-094cb14c514c|Uhh... meu pai era mau comigo. Deixa pra lá, amigo.
9b48b80d-0c77-4d29-b6e3-1c851a1d13ba|Por que me sinto como se esta fosse uma boate gay?
9b60122f-d4d0-46d1-911e-cf87c23ee923|Ou um cheiro bom... ei, espera!
9c06257a-dcd2-49c1-a45f-db3907ade9db|Entendido.
9c26965f-467a-4188-b4d5-a06acd7e223e|Essa cobra é uma criatura perigosa! Pense em todas as permissões que você vai precisar!
9ca16741-5dd5-4168-a268-e4ebf9fd3e2f|Você vai superar. Mas pelo menos agora você sabe a verdade.
9d3ee08e-5589-4479-b76c-23a14b423523|Eu poderia controlar isso para você.
9d88b8ae-90d8-42b4-b74f-9d03e4d4b314|Faça o que tiver que fazer, cara. Trate como se fosse seu...
9ee1319e-6a4a-4fc0-a7c9-5c445f2852a9|Parece que o Frank tem tudo sob controle.
9f120add-2a0d-46c9-9ff4-5f4eb958f545|Vamos lá, amigo.
9f97e08c-56c9-455b-bd0a-6fe539bad3f3|...Certo. Posso ter tudo o que você disse, exceto os três últimos? Não preciso de... "animais". Nem mesmo abraços.
9feafbd9-870a-450f-a33c-0646a77dda90|Vamos ser amigos, então.
a061f002-a82f-4f6c-8295-5192c7305b8b|Por "molhar o biscoito", você quer dizer tomar café da manhã com ela ou...? Na verdade, esqueça tudo.
a0ccc69b-b7ff-463b-a24d-54ffd0b03d16|Vai valer a pena, acredite.
a0fb5974-1f04-4fbb-8e5f-d78ead79e966|Bem, talvez eu tenha bebido um pouco...
a140f350-599f-400d-91d1-4cbc41d605e5|Eeeeh... tá.
a2021ba4-637a-4400-8c36-66992c5a36c2|Merda...
a2b54cf2-8668-4652-a3c7-ef85786c313b|Pelo ponto que você perdeu ou pelas bolas?
a37138ae-4df5-4c75-ad19-282c7be7038f|Na verdade, agora que estou falando com você de novo... fico feliz que esteja bem, Frank.
a3ef7b59-f6a0-4154-91c5-a6159b23731e|*Continuar*
a53372e8-46f2-4375-ac2a-cad51ec63799|Ah, claro. Volto já, Frank.
a5e8b003-45dc-457c-87b0-441d455eeb73|Respostas para o quê?
a6171ce3-4cd4-4503-b8eb-0e7dc2fe3216|*Escute*
a689c8f1-68a2-4154-8a19-b1c3f90e085a|Espere! Pipoca! Preciso de pipoca!
a6d437d2-48a9-4813-af42-f3e92ef91c10|Estou pronto para o "arranhões". Me dê alguns segundos e eu prometo... Vou mostrar que levo isso a sério.
a71adae9-47d8-4e8a-aaed-a09f590720a5|Você disse algo sobre álcool antes. Se algo relacionado a álcool acontecer na sua frente ou na da Leah, você me dá um passe.
a7542179-11c3-4245-8ae3-b4ae1fac052c|Já levei pelo menos 12 doses, cara!
a758abff-8541-4a60-a8de-c5d811a8fccf|Espera aí. Antes de começarmos com essas carícias, abraços e outras besteiras assim, quero mais alguns power-ups.
a7a4f8ad-d484-44ba-91bd-4c36cdbfb1f3|O Patrick tem uma garrafa de vinho! Ele vai esconder na calça assim que te vir!
a7dad01e-aa96-4823-ae04-a15ec39a5e7e|E aí, como anda essa coisa da segurança?
a7e2ec3e-cbbb-4fe2-a56e-6589625d59b5|Ah, claro. Entendo.
a904e3f9-2f4c-428e-b94b-5423110b9bbb|É para fazer o Derek tirar a camisa.
aa226b33-35b5-4349-9b8f-01b21cfbe0e4|Acho que não, mas obrigada, Frank.
aa65547e-9a66-4993-8c36-bcb75f0ae88c|O que você acha deste martelo, destas tábuas de madeira e destes pregos?
ab2935c7-58c2-4119-b111-77ed7bc6836a|Entendi. Obrigada, Frank.
abdc8fab-7cf3-4ebc-b31f-9d53a4c8e713|Está perfeito. Continue.
ac4aa783-638c-457e-bb98-6ec91736b8cc|É um pouco extremo. Talvez você devesse aprender a se amar.
ae31fae9-99ba-446d-9acd-d1c28b7a0ee3|Nada a relatar. Ela está cheia de água. Ela tem uma condição médica muito rara chamada "sede".
aedb2944-11ee-48b1-858a-02ad3128f9bb|Ei. Ei! Eu disse sem abraços! O mesmo vale para tranquilizar, aconchegar, acariciar e, definitivamente, esfregar e massagear!
b01f9284-cce9-443c-93cc-283a4e153b6e|Espere, espere!
b0257000-ffb2-4bfd-b988-ee4ed494b7f3|Ah. Merda. Brotos! Bem, então vou ter que ir embora!
b05039d3-a342-44a8-8fe1-034093cc4970|Muito fofo, mas não muito prestativo.
b223d6b4-e157-4abb-87a5-e2e355c32adf|Veremos!
b443b14a-ef72-45c3-aedd-789e4aa7a3a3|Continue aproveitando a vida, Frank.
b506ff66-eb26-477f-a12c-d84797e9032f|Dívida, você disse, hein?
b6685a7c-d216-4342-a246-d5429a21ae74|Tá bom, tá bom. Droga...
b73f2918-24e0-497f-ada2-4553961760ee|Nunca mais uma mulher sem seios!
b793ef4e-e00d-4759-bd07-63f428e79b5e|Agora você acredita em mim? O tamanho do pênis é MUITO mais importante do que o tamanho das bolas!
b7f3fab2-0f25-4303-8720-ffe9a028447f|Frank, me beija. Não, não aqui em cima. Lá em baixo.
b81f40a7-4393-4875-9766-2286796fd9bf|Você nunca para de me surpreender, Frank. Certo, quanto custa?
b839a066-e096-47af-a8bf-bc58c3427084|Vou pegar pipoca.
b8d4af69-f95a-4daf-957e-7d90a150181d|Então, Frank. Quero saber mais sobre você e Leah. Pode falar, me conta tudo.
b94ebf2e-76f3-41f2-a4e3-51555d3e5b98|Concordo com você. Ganhar esse ponto me deixou um pouco... desconfortável?
b96ae5d2-53f5-411f-a50f-69a6f70be2b0|E como isso funciona? Eu também tenho direito a um desconto? Ah, merda, espera!
b9ce6352-3f3e-4955-8c7a-ed0159f72db5|Obrigado, Frank!
b9efa3c8-9767-4fef-a7e7-cf2c03adbfc7|*Continuar*
ba29f39a-8f70-497b-a972-800ad905bd7f|Parece uma boa ideia.
bbf91862-cea1-4ea1-8e23-b508cda39d6d|*Escute*
bc28d299-8424-4839-9046-aa8aec4adb81|Certo, Frank, você tem razão. Estou atraído por você.
bcf84144-9c35-4ee2-944c-e19f6f05a993|Espere, então você não deixa ninguém beber, mas não tem problema em vender drogas?
c07a8b11-6bac-4272-811c-c8bb9207fbb3|Frank, por acaso você está "treinando" a Madison?
c0aba8a0-5874-4be1-9b6e-f46bcfe62487|Desculpe, Frankie.
c0da5b36-863a-4e20-9cea-311a515656db|*Escute*
c1f960e1-a081-49d6-a8f4-900a99948de0|Bom trabalho, amigo.
c248f661-bbc3-48bb-b72a-e2ea33678f75|Hum...
c2546914-dfe9-4713-9d10-ff1280ea5a23|Ok, Frank. Peço desculpas.
c29e731a-86d6-4aed-92aa-27eacce7b15a|Parece um bom negócio! Estou dentro!
c3d8d309-799c-456a-92b8-de866340edf2|Seus talentos são certamente únicos.
c493834e-6f50-4dcf-8737-8eabc652d410|Pelo menos o sotaque era bom.
c534dd5c-d9fc-461c-988c-a324ff70e19e|Espere para ver, Frank.
c5600e53-cbef-4f46-9d7a-92529735cfd0|Sim, e agora me arrependo. Até mais, Frank.
c5b2e30a-a7ea-463d-8635-da1dc3f3e47c|Preciso interromper. Acho que o Derek está ligando.
c5be0c5c-bba5-4c3a-a6e0-7d407f022b69|Ok, te vejo em breve.
c7d130fc-031c-4da0-9765-9cf47401412a|Falando em VIPs... Leah, onde você está?
c9212654-2bce-4ee8-b58a-7d3b765fb199|Que se dane, Frank!
c92b9573-18db-4119-ac1a-474a545ead5a|Leah, é todo seu!
c944639e-8722-4c01-9f52-f0d448517ae6|Tá, Frank, falando sério! Não acho que ter bolas tão grandes seja tão importante quanto você pensa...
c946fd00-7a54-4391-a1a6-200f2b91f731|*Fim*
c9d580fc-e183-4e43-ad80-86f02018a34b|Frank, estou prestes a te beijar... aí embaixo.
ca227aec-3513-4423-9927-46fffd7f1b52|Ei, cheirei aquela garrafa térmica.
ca334a52-bcfa-4d8c-a2ed-e4ad2139398c|Frank, estou tentando provar que sou confiável. Talvez devêssemos continuar como estamos.
ca86640e-9409-48a3-b9a2-724f7edc3399|Não, não posso fazer isso com a Katherine. Me desculpe, Frank!
ca9955fe-b1f1-4814-8528-dc19e8c4c108|Claro, claro. Alto e claro, Frank...
cb6da71d-57bf-402a-bdbc-c3cb1c7b08c4|*Pegadinha concluída com sucesso!*
cc4bf87b-54f2-4e42-801d-672fd72fbebc|Puta merda!
ccadc406-226a-43a6-8988-d70346e9293f|*Remover a gaiola de Stritolas*
cdcff36d-7575-4054-8a9f-676cbc2d5cd6|Obrigado, amigo!
ce3d54a5-34ea-44b0-8dbe-e239c55a7393|Quer ajudar a consertar a pia?
cf1c1fb4-e4b7-420c-ab58-f83da50396aa|Acho que esse cheiro vem do Patrick...
d035dc99-351e-497d-9c7a-10562efc091d|Tudo bem, Frank?
d0b75489-7420-4077-b9f9-20449c13e553|Madison está fazendo outra exposição de arte lá em cima. Interessado?
d0e917b6-1848-49f9-98ae-72356ac3fb07|*Escute*
d15abff6-54a6-4db3-9a25-43b5d68f3ae6|Essa é a ideia!
d1be4352-ef55-45d2-a3fc-1d41e8e1cbbe|Frank, me conte sobre sua infância... com certeza não deve ter sido... normal.
d20a3e5b-cf32-4b36-8c16-1680fc0bf2a5|Preciso te perguntar uma coisa. Por que você está monitorando o jato particular da Doja Cat?
d3bd2e8a-b146-47bf-8120-404b2413680b|*Escute*
d46e671f-1ad6-41e1-bc5b-890abece697c|Ok... vamos lá.
d5208afd-fbb2-4d76-80b5-ec9b0968a01f|Nossa... obrigada pela sua opinião, Frank!
d546e78e-1c4b-4980-b7da-11fb208bc038|Vai lá, diz a ele que pênis é melhor.
d5b20117-b4f4-4d16-a95b-c9c60f39ebff|Ele vai ficar sem pipoca hoje à noite.
d5e87746-1b25-4040-867d-a83836d559c4|Frank, eu quero você. Você e seus testículos gigantescos.
d64962e0-e293-41ae-a47f-aa0200c9fc92|Você sabe alguma coisa sobre a Amy?
d70973c0-5448-42f7-9029-0ea182f5f313|Sim, Sr. Punho de Ferro... Entendo.
d7d70a34-a4d6-426d-92c8-9edbf3657ffc|Você sabe o que isso significa no caderno do Patrick?
d9883017-591a-4f70-901a-e98e4aee6a40|*Fechar*
dab56fba-9942-4aff-b63a-ab567a190d38|Hum. Certo, Frank...
dc1d76cc-7e96-4c22-a52e-6653ffd39d7c|Você tem minha aprovação para começar a dar tapas nas pessoas se as coisas piorarem.
dc370b1e-e6c9-42e3-8a13-2b3becddf294|Esse é um plano brilhante, Frank! Vamos lá!
dca21c28-1da6-4d30-926c-f4c21af2a116|Não, Frank, você perdeu.
dced26a2-994d-4086-a0db-44200141072d|Por enquanto, vou apenas admirar a vista.
dd535d97-0d71-474d-a37c-e145c2df0aea|Eu tenho aqui.
df197117-608c-45b9-a639-478053078998|Lógica à prova de impacto, Frank.
e00ad74f-9577-4ad0-9a36-fd714962cdb9|Aaaah, droga!
e00be75a-7ea1-4d7d-9eca-4223cc631a24|Frank, me beija. Não, aqui embaixo não. Aqui em cima!
e09cd2c4-c12a-4c83-b35c-5dd4af1a2c20|É bom ver que você se tornou um orgulhoso sensei do aprendiz dele.
e0ec1c7f-1753-443f-9686-b4d58cda7157|Frank... não. Simplesmente não.
e0f40b1a-31bf-4dc8-97cf-297889373f9f|Você vai ficar aqui só vigiando o álcool, hein?
e1fd8b72-bc7c-47ae-976c-e201e6e7c2ec|Ei, Frank, você assina minha petição?
e25d28c4-63e5-458c-bf52-1942767df4e4|Essa cobra não é sua amiga. Ela pensa que você é comida, cara!
e38256d8-ab74-4faf-b093-195205d79be8|Você... você está me dizendo um monte de besteira.
e4092ccf-a7ab-4077-8697-ecf5911b2b79|Que porra você disse?
e461d64a-5b6b-4174-8c6e-a128d5e10458|Ah, vamos lá, pare de se virar!
e4f235ac-8d46-4e93-b459-55ee13ee157f|Então, Frank... suas bolas ainda gostam de mim?
e5e2e69b-8968-4477-bedd-0a2e17c236dc|Nossa, você precisa mesmo de um terapeuta.
e620e09d-51b6-4c6e-9b7d-0f82ccdfd66c|Isso resolveria o problema...
e738a892-5f4c-4238-a037-069e842ba1c4|Que bom que você finalmente está pensando.
e78dd9a2-5aa7-4645-97b1-fec1ec0c6224|Frank, meu corpo precisa de... proteção. Você pode me acompanhar?
e792fcb7-67ef-41f7-a76e-a3a4de176e85|Você está pronto, Frank?
e7ce43b2-56ef-4ee3-aa1e-14dc061103f7|É, isso é hilário. Muito hilário, Frank.
e8746744-3996-45a6-ae48-0f725af42f53|Hum... você não acha que está se precipitando?
e87d05d3-dc72-4356-969b-55fff185bf5a|*Ouça*
e8a8ec44-427b-458e-9423-b94c4e5b5c81|*Continue*
e8bb735c-b3a7-4b8a-ba16-5b68a2aafd99|Fácil demais...
e94eae9a-d063-4148-9ad5-00545790f685|Ok, ok. Tenho uma ideia que vai me fazer cair nas suas graças novamente...
ea331f6b-beb6-4a55-871f-5029dbe70d96|Desculpe, Frank!
ea9f47c7-ccf4-4e85-8d23-5739bc3f26b1|Espera! Ei, não, que porra é essa...
